Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Số ngày bài đã đăng
mazda,3 1.5 at 2015,339,2015.0,130000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,76.0
mercedes,benz glc 300 4matic 2021,1580,2021.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,76.0
volkswagen,teramont 2.0 at 2022,1650,2022.0,47000.0,2.0,xăng,số tự động,nhập khẩu,suv,76.0
bmw,3 series 320i 2009,200,2009.0,217859.0,2.0,xăng,số tự động,nhập khẩu,sedan,76.0
chevrolet,captiva lt maxx 2.4 mt 2009,170,2009.0,179626.7683965918,2.4,xăng,số tay,lắp ráp trong nước,suv,76.0
chevrolet,cruze lt 1.6 mt 2016,210,2016.0,179500.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,76.0
daewoo,lacetti ex 2009,62,2009.0,179626.7683965918,1.6,xăng,số tay,lắp ráp trong nước,sedan,76.0
ford,everest titanium 2.0l 4x2 at 2021,925,2021.0,16000.0,2.0,dầu,số tự động,nhập khẩu,suv,76.0
ford,ranger wildtrak 2.0l 4x2 at 2018,515,2018.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,76.0
ford,ranger xlt 2.2l 4x4 mt 2015,345,2015.0,179626.7683965918,2.2,dầu,số tay,nhập khẩu,bán tải / pickup,76.0
honda,civic 1.8 at 2009,255,2009.0,179626.7683965918,1.8,xăng,số tự động,lắp ráp trong nước,sedan,76.0
hyundai,accent 1.4 mt 2022,375,2022.0,179626.7683965918,1.4,xăng,số tay,lắp ráp trong nước,sedan,76.0
hyundai,creta đặc biệt 1.5 at 2022,585,2022.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,crossover,76.0
hyundai,santafe cao cấp 2.4l htrac 2021,878,2021.0,50000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,76.0
kia,morning van 1.0 at 2014,160,2014.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,van/minivan,76.0
mazda,bt50 3.2l 4x4 at 2014,298,2014.0,120000.0,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,76.0
mercedes,benz cla class cla 250 2018,839,2018.0,36000.0,2.0,xăng,số tự động,nhập khẩu,sedan,76.0
suzuki,ertiga glx 1.5 at 2019,360,2019.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,76.0
vinfast,vf8 eco awd 2024,725,2024.0,179626.7683965918,2.097755539082448,điện,số tự động,lắp ráp trong nước,suv,76.0
honda,city l 1.5 at 2022,425,2022.0,120000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,76.0
honda,city rs 1.5 at 2022,438,2022.0,66000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,76.0
hyundai,accent 1.4 at 2020,366,2020.0,9000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,76.0
hyundai,accent 1.4 ath 2019,388,2019.0,83000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,76.0
kia,carnival luxury 2.2d 2024,1139,2024.0,10000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,76.0
kia,rio 1.4 mt 2015,210,2015.0,120000.0,1.4,xăng,số tay,nhập khẩu,sedan,76.0
mercedes,benz c class c200 2019,819,2019.0,56468.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,76.0
mercedes,benz e class e300 amg 2019,1450,2019.0,30000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,76.0
mercedes,benz e class e300 amg 2022,1898,2022.0,34000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,76.0
mercedes,benz glk class glk250 4matic 2014,565,2014.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,76.0
mitsubishi,xpander 1.5 at 2021,445,2021.0,120000.0,1.5,xăng,số tự động,nhập khẩu,suv,76.0
porsche,cayenne 3.6 v6 2012,900,2012.0,109000.0,3.6,xăng,số tự động,nhập khẩu,suv,76.0
toyota,corolla altis 1.8g at 2013,348,2013.0,11000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,76.0
toyota,corolla altis 1.8g at 2015,410,2015.0,130000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,76.0
toyota,vios 1.5e mt 2018,295,2018.0,115000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,76.0
toyota,vios 1.5g 2014,285,2014.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,76.0
vinfast,fadil 1.4 at premium 2020,305,2020.0,49000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,76.0
honda,city 1.5 2017,325,2017.0,70000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
honda,crv l 2021,815,2021.0,45000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,76.0
hyundai,accent 1.5 mt 2024,420,2024.0,1900.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,76.0
hyundai,i30 cw 1.6 at 2012,265,2012.0,128000.0,1.6,xăng,số tự động,nhập khẩu,hatchback,76.0
hyundai,santafe 2.4l 4wd 2017,610,2017.0,120000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,76.0
isuzu,mu,1,2020.0,70000.0,1.9,dầu,số tự động,nhập khẩu,suv,76.0
mazda,3 1.5 at 2018,395,2018.0,10000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz c class c200 2019,888,2019.0,8500.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz c class c200 avantgarde plus 2021,1319,2021.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz c class c200 exclusive 2019,899,2019.0,30000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz c class c43 amg 4matic coupe 2017,1859,2017.0,22000.0,3.0,xăng,số tự động,nhập khẩu,coupe,77.0
mercedes,benz e class e300 amg 2021,1789,2021.0,30000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz glc 300 4matic 2020,1499,2020.0,36000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,77.0
mg,5 1.5 mt 2025,280,2025.0,6000.0,1.5,xăng,số tay,nhập khẩu,sedan,77.0
mitsubishi,pajero sport d 4x2 mt 2017,375,2017.0,120000.0,2.5,dầu,số tay,lắp ráp trong nước,suv,76.0
suzuki,swift glx 1.2 at 2023,525,2023.0,22885.0,1.2,xăng,số tự động,nhập khẩu,hatchback,77.0
toyota,corolla altis 1.8g at 2015,435,2015.0,77777.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,77.0
toyota,fortuner 2.4l 4x2 mt 2022,848,2022.0,89000.0,2.4,dầu,số tay,lắp ráp trong nước,suv,76.0
toyota,innova g 2009,165,2009.0,130000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,77.0
bmw,x3 xdrive20i m sport 2025,2179,2025.0,2000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,77.0
chevrolet,colorado lt 2.5l 4x2 mt 2018,320,2018.0,125000.0,2.5,dầu,số tay,nhập khẩu,bán tải / pickup,77.0
chevrolet,spark duo van 1.2 mt 2017,98,2017.0,179626.7683965918,1.2,xăng,số tay,lắp ráp trong nước,van/minivan,77.0
daewoo,lacetti se 2010,155,2010.0,110000.0,1.6,xăng,số tay,nhập khẩu,sedan,77.0
ford,ranger raptor 2.0l 4x4 at 2019,880,2019.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
ford,ranger raptor 2.0l 4x4 at 2023,1150,2023.0,26000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
ford,ranger xls 2.2l 4x2 at 2020,510,2020.0,10.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
hyundai,tucson 2.0 at đặc biệt 2023,810,2023.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,crossover,77.0
kia,carnival signature 2.2d 2023,1279,2023.0,40000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,77.0
kia,cerato 1.6 mt 2018,299,2018.0,96800.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,77.0
kia,seltos deluxe 1.4 at 2022,525,2022.0,59000.0,1.4,xăng,số tự động,lắp ráp trong nước,crossover,77.0
mazda,3 1.5l deluxe 2020,485,2020.0,69000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mitsubishi,xpander 1.5 at 2021,499,2021.0,30000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
toyota,corolla cross 1.8g 2022,608,2022.0,65000.0,1.8,xăng,số tự động,nhập khẩu,suv,77.0
toyota,vios 1.5e mt 2020,338,2020.0,38500.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,77.0
toyota,vios 1.5g 2020,450,2020.0,26000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
vinfast,fadil 1.4 at 2020,280,2020.0,47000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,77.0
audi,a4 2.0 tfsi 2016,680,2016.0,61000.0,2.0,xăng,số tự động,nhập khẩu,sedan,77.0
bmw,3 series 320i 2018,789,2018.0,30000.0,2.0,xăng,số tự động,nhập khẩu,sedan,77.0
daewoo,lacetti ex 2011,110,2011.0,111111.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,77.0
ford,fiesta 1.6 at 2011,170,2011.0,110000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,77.0
ford,ranger wildtrak 2.0l 4x4 at 2018,500,2018.0,93000.0,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
hyundai,i30 1.6 at 2009,250,2009.0,110000.0,1.6,xăng,số tự động,nhập khẩu,hatchback,77.0
kia,morning lx 1.1 mt 2009,68,2009.0,179626.7683965918,1.1,xăng,số tay,lắp ráp trong nước,hatchback,77.0
mazda,cx3 deluxe 1.5 at 2024,525,2024.0,1949.0,1.5,xăng,số tự động,nhập khẩu,crossover,77.0
mazda,cx5 premium exclusive 2.0 at 2023,799,2023.0,10000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,77.0
mercedes,benz c class c200 avantgarde plus 2022,1439,2022.0,15000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mitsubishi,xpander cross 1.5 at 2022,540,2022.0,179626.7683965918,1.5,xăng,số tự động,nhập khẩu,suv,77.0
mitsubishi,xpander premium 1.5 at 2022,540,2022.0,42800.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
peugeot,2008 active 1.2 at 2021,525,2021.0,42000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,77.0
toyota,innova g 2008,160,2008.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,77.0
toyota,vios 1.5e 2011,105,2011.0,179626.7683965918,1.5,xăng,số tay,lắp ráp trong nước,sedan,77.0
vinfast,fadil tiêu chuẩn 1.4 at 2022,300,2022.0,55000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,77.0
chevrolet,spark lt 1.0 mt 2016,165,2016.0,179626.7683965918,1.0,xăng,số tay,lắp ráp trong nước,hatchback,77.0
honda,hrv g 2024,688,2024.0,1881.0,1.5,xăng,số tự động,nhập khẩu,crossover,77.0
hyundai,elantra 2.0 at 2020,450,2020.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
kia,k3 premium 1.6 at 2022,535,2022.0,39000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,77.0
kia,k3 premium 2.0 at 2022,505,2022.0,42000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
kia,morning deluxe 2021,310,2021.0,30000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,77.0
kia,morning ex 1.1 mt 2008,90,2008.0,179626.7683965918,1.1,xăng,số tay,lắp ráp trong nước,hatchback,77.0
kia,morning lx 1.0 at 2008,135,2008.0,179626.7683965918,1.0,xăng,số tự động,nhập khẩu,hatchback,77.0
kia,sorento gat 2.4l 4wd 2013,350,2013.0,145000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,77.0
landrover,freelander lr2 hse td4 2008,550,2008.0,179626.7683965918,2.2,dầu,số tự động,nhập khẩu,suv,77.0
mazda,3 1.5l deluxe 2020,480,2020.0,70000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mazda,cx5 2.5 signature premium 2wd 2019,680,2019.0,80000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,77.0
mercedes,benz e class e400 amg cabriolet 2015,1450,2015.0,70000.0,3.0,xăng,số tự động,nhập khẩu,convertible/cabriolet,77.0
toyota,innova g 2007,138,2007.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,77.0
toyota,vios 1.5e 2009,145,2009.0,180000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,77.0
toyota,vios g 1.5 cvt 2022,469,2022.0,40000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
volkswagen,teramont 2.0 at 2022,1599,2022.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,77.0
volkswagen,viloran luxury 2024,1999,2024.0,31000.0,2.0,xăng,số tự động,nhập khẩu,van/minivan,77.0
dongben,dbt30 bhlđ 2020,150,2020.0,146000.0,2.097755539082448,dầu,số tự động,lắp ráp trong nước,truck,77.0
honda,hrv g 2025,688,2025.0,670.0,1.5,xăng,số tự động,nhập khẩu,crossover,77.0
hyundai,i10 1.2 at 2023,358,2023.0,38000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,77.0
hyundai,i20 active 1.4 at 2015,345,2015.0,66000.0,1.4,xăng,số tự động,nhập khẩu,crossover,77.0
landrover,range rover velar r,2000,2022.0,13000.0,2.0,xăng,số tự động,nhập khẩu,suv,77.0
mazda,3 1.5 at 2017,365,2017.0,150000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mazda,3 2.0l signature premium 2019,533,2019.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mazda,6 2.0l premium 2018,499,2018.0,82000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz glc 300 4matic 2017,959,2017.0,95000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,77.0
mitsubishi,attrage premium 1.2 cvt 2023,430,2023.0,8500.0,1.2,xăng,số tự động,nhập khẩu,sedan,77.0
mitsubishi,triton 4x2 at 2018,440,2018.0,160000.0,2.5,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
mitsubishi,triton 4x4 at mivec premium 2021,630,2021.0,66000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
nissan,navara el premium r 2018,425,2018.0,86000.0,2.5,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
toyota,sienna le 3.5 2010,600,2010.0,92000.0,3.5,xăng,số tự động,nhập khẩu,van/minivan,77.0
toyota,vios g 1.5 cvt 2023,490,2023.0,47000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
vinfast,vf e34 at 2022,477,2022.0,179626.7683965918,0.1,điện,số tự động,lắp ráp trong nước,crossover,77.0
volvo,xc90 t6 2.0 at 2015,1399,2015.0,88000.0,2.0,xăng,số tự động,nhập khẩu,suv,77.0
chevrolet,cruze ltz 1.8 at 2016,245,2016.0,12000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,77.0
chevrolet,spark duo van 1.2 mt 2018,138,2018.0,69693.0,1.2,xăng,số tay,lắp ráp trong nước,van/minivan,77.0
ford,ranger xls 2.2l 4x2 at 2021,560,2021.0,80000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
ford,territory titanium x 1.5 at 2023,799,2023.0,32333.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,77.0
honda,crv l 2019,760,2019.0,44000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
honda,crv l 2019,770,2019.0,67000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
hyundai,accent 1.4 at 2024,468,2024.0,20000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,77.0
kia,k5 premium 2.0 at 2022,719,2022.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz c class c250 cgi 2010,189,2010.0,150000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz glc 250 4matic 2018,935,2018.0,76696.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,77.0
mitsubishi,attrage premium 1.2 cvt 2024,430,2024.0,179626.7683965918,1.2,xăng,số tự động,nhập khẩu,sedan,77.0
mitsubishi,attrage premium 1.2 cvt 2024,435,2024.0,11300.0,1.2,xăng,số tự động,nhập khẩu,sedan,77.0
mitsubishi,xpander premium 1.5 at 2022,535,2022.0,57000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
toyota,vios 1.5e 2016,245,2016.0,22000.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,77.0
toyota,vios 1.5g 2019,360,2019.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
ford,focus trend 1.5l 2018,348,2018.0,76000.0,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,77.0
ford,ranger wildtrak 3.2l 4x4 at 2015,470,2015.0,179626.7683965918,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
hyundai,accent 1.4 at đặc biệt 2022,455,2022.0,3.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,77.0
hyundai,accent 1.4 mt 2020,310,2020.0,72000.0,1.4,xăng,số tay,lắp ráp trong nước,sedan,77.0
hyundai,i10 grand 1.2 mt base 2016,162,2016.0,179626.7683965918,1.25,xăng,số tay,nhập khẩu,sedan,77.0
hyundai,kona 2.0 ath 2019,470,2019.0,88000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,77.0
hyundai,santafe cao cấp 2.2l htrac 2021,895,2021.0,68000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,77.0
kia,carnival luxury 2.2d 2022,1010,2022.0,49000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,77.0
kia,sedona 2.2 dat luxury 2021,865,2021.0,85000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,77.0
kia,sedona platinum d 2018,728,2018.0,86000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,77.0
kia,seltos premium 1.4 at 2022,618,2022.0,36000.0,1.4,xăng,số tự động,lắp ráp trong nước,crossover,77.0
kia,sorento gath 2015,415,2015.0,86000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,77.0
mercedes,benz c class c200 2013,375,2013.0,13.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mercedes,benz glc 200 2020,1129,2020.0,43000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,77.0
mitsubishi,xpander cross 1.5 at 2023,595,2023.0,49000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
toyota,corolla altis 1.8g at 2015,420,2015.0,80000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,77.0
toyota,fortuner 2.4g 4x2 at 2020,780,2020.0,81000.0,2.4,dầu,số tự động,lắp ráp trong nước,suv,77.0
toyota,innova 2.0e 2016,359,2016.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,crossover,77.0
bmw,3 series 320i 2015,495,2015.0,130000.0,2.0,xăng,số tự động,nhập khẩu,sedan,77.0
bmw,5 series 520i 2012,460,2012.0,88000.0,2.0,xăng,số tự động,nhập khẩu,sedan,77.0
chevrolet,spark ls 1.2 mt 2012,108,2012.0,179626.7683965918,1.2,xăng,số tay,lắp ráp trong nước,hatchback,77.0
daewoo,lacetti ex 1.6 mt 2008,65,2008.0,179626.7683965918,1.6,xăng,số tay,lắp ráp trong nước,sedan,77.0
honda,city l 1.5 at 2022,420,2022.0,20000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
honda,civic 2.0 at 2010,270,2010.0,90000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
honda,crv 2.4 at,2016,2016.0,100000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,77.0
kia,carnival signature 2.2d 2022,1199,2022.0,69000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,77.0
kia,frontier k140 2015,220,2015.0,179626.7683965918,2.097755539082448,dầu,số tay,lắp ráp trong nước,truck,77.0
kia,morning 1.0 mt 2012,79,2012.0,22000.0,1.0,xăng,số tay,nhập khẩu,hatchback,77.0
kia,sportage signature x,1,2022.0,39000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,77.0
mercedes,benz s class s450l luxury 2017,1799,2017.0,110000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,77.0
mitsubishi,triton 4x2 at mivec premium 2021,559,2021.0,66000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,77.0
peugeot,5008 allure 1.6 at 2020,699,2020.0,43000.0,1.6,xăng,số tự động,lắp ráp trong nước,suv,77.0
suzuki,swift 1.4 at 2014,245,2014.0,95000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,77.0
suzuki,xl7 1.5 at 2022,450,2022.0,50000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
toyota,camry 2.4g 2010,350,2010.0,179626.7683965918,2.4,xăng,số tự động,lắp ráp trong nước,sedan,77.0
toyota,rush 1.5s at 2020,450,2020.0,60000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
toyota,vios g 1.5 cvt 2022,409,2022.0,44000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
chevrolet,cruze lt 1.6 mt 2016,245,2016.0,180000.0,1.6,xăng,số tay,lắp ráp trong nước,sedan,77.0
ford,territory titanium x 1.5 at 2024,830,2024.0,13600.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,77.0
honda,city rs 1.5 at 2022,428,2022.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
hyundai,avante 1.6 at 2013,235,2013.0,12000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,77.0
hyundai,santafe 2.4l htrac 2019,710,2019.0,120000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,77.0
mazda,cx5 2.0 at 2019,605,2019.0,79000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,78.0
mercedes,benz c class c200 2011,245,2011.0,110000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,78.0
mercedes,benz c class c200 avantgarde plus 2022,1279,2022.0,9999.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,78.0
mercedes,benz c class c300 amg 2019,1059,2019.0,30999.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,78.0
mitsubishi,xpander cross 1.5 at 2021,475,2021.0,75000.0,1.5,xăng,số tự động,nhập khẩu,suv,78.0
mitsubishi,xpander cross 1.5 at 2023,588,2023.0,28000.0,1.5,xăng,số tự động,nhập khẩu,suv,77.0
thaco,frontier van tf480v 2s 2024,298,2024.0,12000.0,1.6,xăng,số tay,lắp ráp trong nước,van/minivan,78.0
toyota,fortuner 2.5g 2016,535,2016.0,1.0,2.5,dầu,số tay,lắp ráp trong nước,suv,78.0
toyota,hiace 2.7 2017,585,2017.0,62880.0,2.7,xăng,số tay,nhập khẩu,van/minivan,77.0
toyota,highlander 3.5 2008,350,2008.0,140000.0,3.5,xăng,số tự động,nhập khẩu,suv,78.0
toyota,innova 2.0e 2016,299,2016.0,110000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,78.0
toyota,innova 2.0e 2016,299,2016.0,110000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,78.0
toyota,vios 1.5g 2013,275,2013.0,180000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,77.0
audi,q5 45 tfsi quattro 2021,1780,2021.0,34000.0,2.0,xăng,số tự động,nhập khẩu,suv,78.0
honda,city rs 1.5 at 2025,535,2025.0,8700.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,78.0
hyundai,elantra 1.6 at 2020,445,2020.0,52000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,78.0
hyundai,i10 1.2 at 2023,365,2023.0,17000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,78.0
kia,carnival premium 2.2d 2022,1055,2022.0,73000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,78.0
kia,rondo gmt 2021,420,2021.0,179626.7683965918,2.0,xăng,số tay,lắp ráp trong nước,suv,78.0
kia,seltos premium 1.5 at 2024,638,2024.0,12000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,78.0
lexus,es 250 2022,2179,2022.0,31000.0,2.5,xăng,số tự động,nhập khẩu,sedan,78.0
mercedes,benz gl 400 4matic 2015,985,2015.0,95886.0,3.0,xăng,số tự động,nhập khẩu,suv,78.0
mercedes,benz glc 200 4matic 2020,1299,2020.0,52000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,78.0
mercedes,benz glc 300 4matic 2022,1880,2022.0,25000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,78.0
nissan,almera el 1.0 cvt 2023,409,2023.0,69000.0,1.0,xăng,số tự động,nhập khẩu,sedan,78.0
suzuki,vitara 1.6 at 2016,369,2016.0,10.0,1.6,xăng,số tự động,nhập khẩu,suv,78.0
toyota,fortuner 2.7v 4x4 at 2010,300,2010.0,179626.7683965918,2.7,xăng,số tự động,lắp ráp trong nước,suv,78.0
toyota,wigo g 1.2 at 2023,360,2023.0,46000.0,1.2,xăng,số tự động,nhập khẩu,hatchback,78.0
vinfast,fadil tiêu chuẩn 1.4 at 2022,322,2022.0,32000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,78.0
chevrolet,aveo lt 1.5 mt 2014,138,2014.0,126228.0,1.5,xăng,số tay,lắp ráp trong nước,sedan,78.0
chevrolet,cruze ltz 1.8l 2017,295,2017.0,120000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,78.0
chevrolet,orlando lt 1.8 mt 2012,195,2012.0,120000.0,1.8,xăng,số tay,lắp ráp trong nước,suv,78.0
chevrolet,spark lt 0.8 at 2009,88,2009.0,179626.7683965918,0.8,xăng,số tự động,lắp ráp trong nước,hatchback,78.0
daewoo,lacetti ex 2009,76,2009.0,179626.7683965918,1.6,xăng,số tay,lắp ráp trong nước,sedan,78.0
ford,everest sport 2.0l 4x2 at 2021,799,2021.0,58000.0,2.0,dầu,số tự động,nhập khẩu,suv,78.0
hyundai,custin cao cấp 2.0t 2024,919,2024.0,24000.0,2.0,xăng,số tự động,lắp ráp trong nước,van/minivan,78.0
hyundai,santafe calligraphy 2.5l turbo htrac 2024,1229,2024.0,11000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,78.0
kia,carnival signature 2.2d 2022,1249,2022.0,34000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,78.0
kia,morning si at 2017,255,2017.0,89000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,78.0
landrover,range rover hse 3.0 2014,2199,2014.0,70000.0,3.0,xăng,số tự động,nhập khẩu,suv,78.0
mazda,3 1.5l luxury 2019,442,2019.0,75000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,78.0
mercedes,benz e class e300 amg 2022,1898,2022.0,34000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,78.0
mercedes,benz glc 300 4matic 2018,1039,2018.0,62000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,78.0
